사업코드,사업명,충전소명,종류,단계,주소,상세위치,신청기관,충전기 용량,CILI 등급,CILI 점수,신청일자,제출자,총괄기관,부지분류,시설 구분(대),시설 구분(소),부지정보,시도,시군구,위도,경도
ME25A,25년(1권역 일반),강화읍 중앙시장B동 주차장,신규,공사,인천광역시 강화군 강화읍 관청리 523-1,,지자체,급속(100kW단독),1,0.9755697,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4835818,37.7488001
ME25A,25년(1권역 일반),강화공설운동장 제1주차장,신규,공사,인천광역시 강화군 강화읍 국화리 224-1,,지자체,급속(100kW단독),1,0.969103,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4728685,37.7472598
ME25A,25년(1권역 일반),강화공설운동장 제2주차장,신규,공사,인천광역시 강화군 강화읍 국화리 224-4,,지자체,급속(100kW단독),1,0.969103,2025-11-05 13:11,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4724701,37.7467082
ME25A,25년(1권역 일반),강화공설운동장 제2주차장,신규,공사,인천광역시 강화군 강화읍 국화리 224-4,,지자체,급속(100kW단독),1,0.969103,2025-11-05 13:11,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4724701,37.7467082
ME25A,25년(1권역 일반),강화공설운동장 제2주차장,신규,공사,인천광역시 강화군 강화읍 국화리 224-4,,지자체,급속(100kW단독),1,0.969103,2025-11-05 13:11,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4724701,37.7467082
ME25A,25년(1권역 일반),신정체육시설,신규,공사,인천광역시 강화군 선원면 신정리 700,,지자체,급속(200kW동시),2,0.9498668,2025-11-05 13:11,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.509409,37.7299078
ME25A,25년(1권역 일반),신정체육시설,신규,공사,인천광역시 강화군 선원면 신정리 700,,지자체,급속(200kW동시),2,0.9498668,2025-11-05 13:11,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.509409,37.7299078
ME25A,25년(1권역 일반),길상공설운동장 주차장,신규,공사,인천광역시 강화군 길상면 온수리 605-20,,지자체,급속(200kW동시),2,0.6233404,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4962825,37.6357132
ME25A,25년(1권역 일반),길상공설운동장 주차장,신규,공사,인천광역시 강화군 길상면 온수리 605-20,,지자체,급속(200kW동시),2,0.6233404,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4962825,37.6357132
ME25A,25년(1권역 일반),길상공설운동장 주차장,신규,공사,인천광역시 강화군 길상면 온수리 605-20,,지자체,급속(200kW동시),2,0.6233404,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4962825,37.6357132
ME25A,25년(1권역 일반),길상공설운동장 주차장,신규,공사,인천광역시 강화군 길상면 온수리 605-20,,지자체,급속(200kW동시),2,0.6233404,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4962825,37.6357132
ME25A,25년(1권역 일반),강화종합전시관 주차장,신규,공사,인천광역시 강화군 강화읍 남산리 25-3,,지자체,급속(100kW단독),1,0.9704014,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4875845,37.7429342
ME25A,25년(1권역 일반),광성보주차장,신규,공사,인천광역시 강화군 불은면 덕성리 835,,지자체,급속(200kW동시),3,0.3645185,2025-11-05 13:11,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.5260463,37.6636638
ME25A,25년(1권역 일반),광성보주차장,신규,공사,인천광역시 강화군 불은면 덕성리 835,,지자체,급속(200kW동시),3,0.3645185,2025-11-05 13:11,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.5260463,37.6636638
ME25A,25년(1권역 일반),마니산 주차장,신규,공사,인천광역시 강화군 화도면 상방리 362-1,,지자체,급속(200kW동시),3,0.6169448,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4241119,37.6344168
ME25A,25년(1권역 일반),마니산 주차장,신규,공사,인천광역시 강화군 화도면 상방리 362-1,,지자체,급속(200kW동시),3,0.6169448,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4241119,37.6344168
ME25A,25년(1권역 일반),마니산 주차장,신규,공사,인천광역시 강화군 화도면 상방리 362-1,,지자체,급속(200kW동시),3,0.6169448,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4241119,37.6344168
ME25A,25년(1권역 일반),마니산 주차장,신규,공사,인천광역시 강화군 화도면 상방리 362-1,,지자체,급속(200kW동시),3,0.6169448,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4241119,37.6344168
ME25A,25년(1권역 일반),함허동천 주차장,신규,공사,인천광역시 강화군 화도면 사기리 439-5,,지자체,급속(200kW동시),3,0.4162125,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4576157,37.6096011
ME25A,25년(1권역 일반),함허동천 주차장,신규,공사,인천광역시 강화군 화도면 사기리 439-5,,지자체,급속(200kW동시),3,0.4162125,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4576157,37.6096011
ME25A,25년(1권역 일반),함허동천 주차장,신규,공사,인천광역시 강화군 화도면 사기리 439-5,,지자체,급속(200kW동시),3,0.4162125,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4576157,37.6096011
ME25A,25년(1권역 일반),함허동천 주차장,신규,공사,인천광역시 강화군 화도면 사기리 439-5,,지자체,급속(200kW동시),3,0.4162125,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4576157,37.6096011
ME25A,25년(1권역 일반),강화평화전망대 주차장,신규,공사,인천광역시 강화군 양사면 철산리 11-44,,지자체,급속(100kW단독),5,0,2025-11-05 13:11,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4342313,37.825308
ME25A,25년(1권역 일반),민머루해수욕장 공영주차장,신규,공사,인천광역시 강화군 삼산면 매음리 872,,지자체,급속(100kW단독),4,0.3341862,2025-11-18 09:11,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.3335076,37.6520484
ME25A,25년(1권역 일반),민머루해수욕장 공영주차장,신규,공사,인천광역시 강화군 삼산면 매음리 872,,지자체,급속(100kW단독),4,0.3341862,2025-11-18 09:11,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.3335076,37.6520484
ME25A,25년(1권역 일반),민머루해수욕장 공영주차장,신규,공사,인천광역시 강화군 삼산면 매음리 872,,지자체,급속(100kW단독),4,0.3341862,2025-11-18 09:11,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.3335076,37.6520484
ME25A,25년(1권역 일반),민머루해수욕장 공영주차장,신규,공사,인천광역시 강화군 삼산면 매음리 872,,지자체,급속(100kW단독),4,0.3341862,2025-11-18 09:11,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.3335076,37.6520484
ME25A,25년(1권역 일반),해누리공원 주차장,신규,공사,인천광역시 강화군 내가면 황청리 산 170-1,,지자체,급속(200kW동시),2,0.5321676,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.3578348,37.7073296
ME25A,25년(1권역 일반),해누리공원 주차장,신규,공사,인천광역시 강화군 내가면 황청리 산 170-1,,지자체,급속(200kW동시),2,0.5321676,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.3578348,37.7073296
ME25A,25년(1권역 일반),해누리공원 주차장,신규,공사,인천광역시 강화군 내가면 황청리 산 170-1,,지자체,급속(200kW동시),2,0.5321676,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.3578348,37.7073296
ME25A,25년(1권역 일반),해누리공원 주차장,신규,공사,인천광역시 강화군 내가면 황청리 산 170-1,,지자체,급속(200kW동시),2,0.5321676,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.3578348,37.7073296
ME25A,25년(1권역 일반),강화군 행복센터,신규,공사,인천광역시 강화군 강화읍 남산리 212-1,,지자체,급속(200kW동시),1,0.9704014,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4873246,37.740252
ME25A,25년(1권역 일반),강화군 행복센터,신규,공사,인천광역시 강화군 강화읍 남산리 212-1,,지자체,급속(200kW동시),1,0.9704014,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4873246,37.740252
ME25A,25년(1권역 일반),강화군 남부노인문화센터,신규,공사,인천광역시 강화군 길상면 온수리 767,,지자체,급속(200kW동시),2,0.6150591,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.487202,37.6432001
ME25A,25년(1권역 일반),강화군 남부노인문화센터,신규,공사,인천광역시 강화군 길상면 온수리 767,,지자체,급속(200kW동시),2,0.6150591,2025-10-29 17:10,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.487202,37.6432001
ME25A,25년(1권역 일반),강화읍 갑곳 제1공영주차장,신규,공사,인천광역시 강화군 강화읍 갑곳리 643,,지자체,급속(100kW단독),1,0.9642892,2025-11-05 13:11,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.5068141,37.7393849
ME25D,25년(4권역),영흥수산물직판장 주차장,신규,부지 사용 협약,인천광역시 옹진군 영흥면 내리 8-165, 공중화장실 옆,지자체,급속(100kW단독),4,0.3205256,2026-02-12 10:02,충전인프라사업부,옹진군청,지자체,공공시설,지자체시설,,인천광역시,옹진군,126.4981467,37.2551047
ME25D,25년(4권역),강화풍물시장 공영주차장,신규,부지 사용 협약,인천광역시 강화군 강화읍 갑곳리 849, 고엽제전우회 건물 옆,지자체,급속(200kW동시),1,0.9635403,2026-02-12 10:02,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4919478,37.7404676
ME25D,25년(4권역),강화풍물시장 공영주차장,신규,부지 사용 협약,인천광역시 강화군 강화읍 갑곳리 849, 고엽제전우회 건물 옆,지자체,급속(200kW동시),1,0.9635403,2026-02-12 10:02,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4919478,37.7404676
ME25D,25년(4권역),강화풍물시장 공영주차장,신규,부지 사용 협약,인천광역시 강화군 강화읍 갑곳리 849, 고엽제전우회 건물 옆,지자체,급속(100kW멀티),1,0.9635403,2026-02-12 10:02,충전인프라사업부,인천광역시 강화군,지자체,주차시설,공영주차장,,인천광역시,강화군,126.4919478,37.7404676
